Nr	Typ	Rodzaj	Kolor	Cena	Data
958	szosowy_wyczynowy	damskie	niebieski	3599	2012-05-19
959	skladany	damskie	czerwony	1299	2012-05-19
960	gorski_sportowy	meskie	czarny	1099	2012-05-19
961	szosowy_wyczynowy	damskie	zielony	2499	2012-05-19
962	szosowy_wyczynowy	meskie	czerwony	3449	2012-05-19
963	szosowy_wyczynowy	dziecko	srebrny	1799	2012-05-19
964	szosowy_miejski	dziecko	srebrny	1299	2012-05-19
965	uniwersalny	meskie	niebieski	999	2012-05-19
966	skladany	dziecko	niebieski	799	2012-05-21
967	gorski_sportowy	meskie	czarny	1799	2012-05-21
968	uniwersalny	meskie	niebieski	999	2012-05-21
969	skladany	dziecko	fioletowy	799	2012-05-21
970	gorski_sportowy	dziecko	czerwony	1099	2012-05-21
971	gorski_sportowy	damskie	niebieski	1499	2012-05-21
972	rowerki_i_pojazdy	dziecko	niebieski	254	2012-05-21
973	gorski_sportowy	dziecko	rozowy	949	2012-05-21
974	skladany	dziecko	srebrny	799	2012-05-21
975	uniwersalny	damskie	rozowy	1299	2012-05-21
976	szosowy_wyczynowy	damskie	zielony	2499	2012-05-21
977	skladany	meskie	fioletowy	1399	2012-05-22
978	skladany	dziecko	czerwony	649	2012-05-22
979	gorski_rekreacyjny	dziecko	czerwony	499	2012-05-22
980	miejski	meskie	niebieski	799	2012-05-22
981	uniwersalny	meskie	srebrny	1049	2012-05-22
982	szosowy_wyczynowy	dziecko	srebrny	1599	2012-05-22
983	miejski	meskie	niebieski	1399	2012-05-22
984	miejski	meskie	bialy	1399	2012-05-22
985	miejski	meskie	bialy	499	2012-05-22
986	gorski_rekreacyjny	meskie	srebrny	749	2012-05-22
987	szosowy_miejski	damskie	srebrny	1249	2012-05-23
988	uniwersalny	dziecko	brazowy	549	2012-05-23
989	rowerki_i_pojazdy	dziecko	niebieski	99	2012-05-23
990	skladany	meskie	srebrny	1399	2012-05-23
991	uniwersalny	dziecko	srebrny	499	2012-05-23
992	rowerki_i_pojazdy	dziecko	niebieski	220	2012-05-23
993	gorski_sportowy	damskie	czerwony	1199	2012-05-23
994	uniwersalny	meskie	srebrny	999	2012-05-23
995	szosowy_wyczynowy	damskie	zielony	2499	2012-05-23
996	skladany	damskie	srebrny	1399	2012-05-24
997	uniwersalny	dziecko	czerwony	549	2012-05-24
998	uniwersalny	meskie	niebieski	1049	2012-05-24
999	gorski_rekreacyjny	dziecko	czerwony	499	2012-05-24
1000	uniwersalny	meskie	srebrny	999	2012-05-24
1001	szosowy_wyczynowy	damskie	bialy	2499	2012-05-25
1002	uniwersalny	meskie	srebrny	999	2012-05-25
1003	rowerki_i_pojazdy	dziecko	czerwony	122	2012-05-25
1004	skladany	meskie	srebrny	1399	2012-05-25
1005	miejski	damskie	bialy	486	2012-05-25
1006	gorski_sportowy	dziecko	czarny	949	2012-05-25
1007	miejski	meskie	czarny	1269	2012-05-25
1008	uniwersalny	damskie	zielony	1299	2012-05-25
1009	szosowy_miejski	meskie	srebrny	1899	2012-05-25
1010	gorski_rekreacyjny	damskie	srebrny	799	2012-05-25
1011	gorski_sportowy	damskie	zielony	999	2012-05-26
1012	uniwersalny	meskie	srebrny	1049	2012-05-26
1013	szosowy_wyczynowy	dziecko	brazowy	1799	2012-05-26
1014	uniwersalny	dziecko	bialy	499	2012-05-28
1015	miejski	meskie	niebieski	1399	2012-05-28
1016	miejski	damskie	brazowy	799	2012-05-28
1017	gorski_rekreacyjny	dziecko	zielony	499	2012-05-28
1018	uniwersalny	damskie	niebieski	1299	2012-05-28
1019	miejski	meskie	srebrny	1899	2012-05-28
1020	szosowy_wyczynowy	damskie	zielony	2499	2012-05-28
1021	gorski_sportowy	damskie	zielony	1199	2012-05-28
1022	gorski_rekreacyjny	meskie	czarny	899	2012-05-28
1023	uniwersalny	dziecko	niebieski	729	2012-05-28
1024	gorski_rekreacyjny	damskie	bialy	799	2012-05-29
1025	gorski_rekreacyjny	meskie	niebieski	999	2012-05-29
1026	miejski	damskie	niebieski	1049	2012-05-29
1027	skladany	damskie	czerwony	1399	2012-05-29
1028	miejski	damskie	czerwony	1049	2012-05-29
1029	szosowy_miejski	damskie	zielony	1249	2012-05-29
1030	szosowy_miejski	damskie	zielony	1249	2012-05-29
1031	uniwersalny	dziecko	srebrny	849	2012-05-29
1032	gorski_sportowy	dziecko	fioletowy	1099	2012-05-29
1033	szosowy_miejski	dziecko	bialy	999	2012-05-29
1034	skladany	meskie	srebrny	1199	2012-05-29
1035	szosowy_miejski	meskie	srebrny	2099	2012-05-30
1036	miejski	meskie	niebieski	1269	2012-05-30
1037	szosowy_miejski	damskie	zielony	1188	2012-05-30
1038	skladany	dziecko	czarny	649	2012-05-30
1039	gorski_rekreacyjny	damskie	czarny	699	2012-05-30
1040	gorski_sportowy	meskie	srebrny	1099	2012-05-30
1041	szosowy_miejski	damskie	zielony	1999	2012-05-30
1042	miejski	meskie	czerwony	799	2012-05-30
1043	gorski_sportowy	damskie	czarny	1499	2012-05-30
1044	gorski_sportowy	meskie	srebrny	1799	2012-05-30
1045	gorski_rekreacyjny	meskie	czerwony	999	2012-05-30
1046	uniwersalny	damskie	bialy	1299	2012-05-31
1047	uniwersalny	dziecko	niebieski	729	2012-05-31
1048	uniwersalny	damskie	srebrny	1149	2012-05-31
1049	gorski_rekreacyjny	damskie	zielony	699	2012-05-31
1050	gorski_rekreacyjny	damskie	srebrny	699	2012-05-31
1051	gorski_rekreacyjny	dziecko	zielony	499	2012-06-01
1052	uniwersalny	dziecko	brazowy	729	2012-06-01
1053	uniwersalny	meskie	zielony	1049	2012-06-01
1054	szosowy_wyczynowy	dziecko	srebrny	1799	2012-06-01
1055	szosowy_wyczynowy	dziecko	czerwony	1599	2012-06-01
1056	gorski_sportowy	meskie	czarny	1299	2012-06-02
1057	gorski_rekreacyjny	meskie	niebieski	999	2012-06-02
1058	uniwersalny	meskie	srebrny	1049	2012-06-02
1059	uniwersalny	meskie	srebrny	999	2012-06-02
1060	gorski_sportowy	damskie	czarny	1999	2012-06-02
1061	gorski_rekreacyjny	meskie	niebieski	899	2012-06-02
1062	szosowy_wyczynowy	dziecko	czerwony	1599	2012-06-02
1063	gorski_rekreacyjny	meskie	niebieski	749	2012-06-02
1064	gorski_rekreacyjny	dziecko	brazowy	499	2012-06-02
1065	gorski_sportowy	dziecko	czerwony	949	2012-06-02
1066	uniwersalny	damskie	czerwony	1149	2012-06-02
1067	skladany	damskie	czarny	1299	2012-06-02
1068	miejski	damskie	bialy	486	2012-06-04
1069	gorski_sportowy	dziecko	niebieski	899	2012-06-04
1070	gorski_sportowy	dziecko	srebrny	849	2012-06-04
1071	gorski_rekreacyjny	meskie	bialy	899	2012-06-04
1072	uniwersalny	dziecko	niebieski	849	2012-06-04
1073	uniwersalny	meskie	srebrny	1049	2012-06-04
1074	gorski_rekreacyjny	dziecko	zielony	499	2012-06-04
1075	gorski_sportowy	damskie	czarny	999	2012-06-04
1076	gorski_sportowy	dziecko	srebrny	899	2012-06-04
1077	miejski	meskie	bialy	799	2012-06-04
1078	gorski_rekreacyjny	dziecko	brazowy	499	2012-06-05
1079	uniwersalny	damskie	niebieski	1299	2012-06-05
1080	szosowy_wyczynowy	dziecko	rozowy	1599	2012-06-05
1081	skladany	damskie	czarny	1299	2012-06-05
1082	uniwersalny	damskie	bialy	1149	2012-06-05
1083	gorski_rekreacyjny	dziecko	czerwony	599	2012-06-05
1084	skladany	dziecko	czarny	799	2012-06-06
1085	uniwersalny	meskie	srebrny	999	2012-06-06
1086	gorski_rekreacyjny	meskie	niebieski	899	2012-06-06
1087	skladany	meskie	niebieski	1199	2012-06-06
1088	gorski_rekreacyjny	damskie	zielony	699	2012-06-06
1089	skladany	meskie	zielony	1399	2012-06-06
1090	szosowy_miejski	meskie	czerwony	1399	2012-06-06
1091	gorski_sportowy	damskie	srebrny	999	2012-06-06
1092	szosowy_wyczynowy	meskie	czarny	3499	2012-06-06
1093	rowerki_i_pojazdy	dziecko	niebieski	114	2012-06-08
1094	szosowy_wyczynowy	dziecko	zielony	1799	2012-06-08
1095	uniwersalny	damskie	czerwony	1149	2012-06-08
1096	uniwersalny	meskie	bialy	999	2012-06-08
1097	gorski_rekreacyjny	damskie	bialy	699	2012-06-08
1098	szosowy_miejski	meskie	brazowy	1899	2012-06-08
1099	szosowy_wyczynowy	dziecko	srebrny	1799	2012-06-08
1100	gorski_rekreacyjny	dziecko	czerwony	599	2012-06-08
1101	gorski_sportowy	damskie	brazowy	1199	2012-06-09
1102	gorski_rekreacyjny	meskie	czarny	999	2012-06-09
1103	uniwersalny	damskie	niebieski	1299	2012-06-09
1104	szosowy_miejski	meskie	brazowy	1899	2012-06-09
1105	szosowy_wyczynowy	damskie	srebrny	3599	2012-06-09
1106	gorski_rekreacyjny	meskie	czerwony	899	2012-06-09
1107	miejski	damskie	niebieski	1499	2012-06-11
1108	szosowy_miejski	meskie	czarny	2099	2012-06-11
1109	szosowy_miejski	meskie	bialy	1399	2012-06-11
1110	miejski	damskie	fioletowy	799	2012-06-11
1111	skladany	dziecko	czerwony	799	2012-06-11
1112	miejski	meskie	niebieski	499	2012-06-11
1113	gorski_rekreacyjny	damskie	brazowy	699	2012-06-11
1114	szosowy_miejski	dziecko	bialy	1299	2012-06-11
1115	skladany	dziecko	czerwony	799	2012-06-11
1116	miejski	meskie	czerwony	1269	2012-06-11
1117	gorski_sportowy	dziecko	srebrny	849	2012-06-12
1118	szosowy_miejski	meskie	czarny	1399	2012-06-12
1119	miejski	meskie	bialy	1269	2012-06-12
1120	skladany	damskie	niebieski	1299	2012-06-13
1121	szosowy_miejski	damskie	bialy	1188	2012-06-13
1122	gorski_rekreacyjny	meskie	czarny	749	2012-06-13
1123	szosowy_wyczynowy	meskie	czarny	4599	2012-06-13
1124	skladany	damskie	czerwony	1299	2012-06-13
1125	miejski	damskie	bialy	2089	2012-06-13
1126	uniwersalny	damskie	niebieski	1299	2012-06-13
1127	miejski	damskie	bialy	1499	2012-06-13
1128	gorski_rekreacyjny	meskie	czarny	749	2012-06-13
1129	skladany	damskie	czerwony	1299	2012-06-13
1130	szosowy_miejski	dziecko	zielony	899	2012-06-13
1131	szosowy_wyczynowy	dziecko	niebieski	1799	2012-06-13
1132	szosowy_miejski	meskie	brazowy	1899	2012-06-14
1133	uniwersalny	damskie	rozowy	1299	2012-06-14
1134	gorski_sportowy	damskie	czarny	1499	2012-06-14
1135	szosowy_wyczynowy	dziecko	niebieski	1599	2012-06-14
1136	skladany	damskie	czarny	1399	2012-06-14
1137	uniwersalny	dziecko	srebrny	549	2012-06-14
1138	gorski_sportowy	damskie	czarny	1199	2012-06-14
1139	gorski_sportowy	dziecko	srebrny	949	2012-06-15
1140	szosowy_miejski	meskie	czarny	1399	2012-06-15
1141	szosowy_wyczynowy	damskie	niebieski	3599	2012-06-15
1142	gorski_rekreacyjny	damskie	srebrny	699	2012-06-15
1143	szosowy_miejski	dziecko	brazowy	999	2012-06-15
1144	gorski_sportowy	dziecko	bialy	1099	2012-06-15
1145	szosowy_miejski	meskie	czarny	1899	2012-06-16
1146	szosowy_wyczynowy	damskie	czarny	2499	2012-06-16
1147	gorski_rekreacyjny	damskie	srebrny	699	2012-06-16
1148	gorski_sportowy	meskie	zielony	2099	2012-06-16
1149	gorski_rekreacyjny	dziecko	zielony	599	2012-06-16
1150	szosowy_miejski	meskie	srebrny	2099	2012-06-16
1151	skladany	damskie	czerwony	1399	2012-06-16
1152	szosowy_miejski	damskie	brazowy	1249	2012-06-16
1153	gorski_rekreacyjny	damskie	srebrny	699	2012-06-16
1154	miejski	meskie	srebrny	1899	2012-06-16
1155	uniwersalny	damskie	bialy	1299	2012-06-18
1156	skladany	dziecko	czerwony	649	2012-06-18
1157	gorski_rekreacyjny	dziecko	niebieski	599	2012-06-18
1158	skladany	meskie	srebrny	1199	2012-06-18
1159	rowerki_i_pojazdy	dziecko	czerwony	309	2012-06-18
1160	rowerki_i_pojazdy	dziecko	srebrny	159	2012-06-18
1161	gorski_rekreacyjny	meskie	bialy	999	2012-06-18
1162	gorski_rekreacyjny	meskie	niebieski	899	2012-06-19
1163	miejski	damskie	czerwony	799	2012-06-19
1164	szosowy_wyczynowy	damskie	srebrny	3599	2012-06-19
1165	uniwersalny	meskie	czarny	1049	2012-06-19
1166	gorski_rekreacyjny	meskie	czerwony	749	2012-06-19
1167	szosowy_wyczynowy	damskie	fioletowy	2499	2012-06-19
1168	skladany	dziecko	czerwony	649	2012-06-19
1169	uniwersalny	meskie	brazowy	1049	2012-06-20
1170	gorski_sportowy	damskie	czarny	999	2012-06-20
1171	gorski_sportowy	dziecko	czerwony	949	2012-06-20
1172	skladany	damskie	bialy	1299	2012-06-20
1173	gorski_rekreacyjny	meskie	niebieski	899	2012-06-20
1174	uniwersalny	meskie	czerwony	1049	2012-06-20
1175	szosowy_wyczynowy	meskie	czarny	4599	2012-06-20
1176	skladany	dziecko	bialy	649	2012-06-20
1177	skladany	meskie	brazowy	1399	2012-06-20
1178	uniwersalny	meskie	srebrny	1049	2012-06-20
1179	uniwersalny	damskie	fioletowy	1299	2012-06-20
1180	szosowy_miejski	dziecko	niebieski	899	2012-06-20
1181	uniwersalny	meskie	niebieski	1049	2012-06-20
1182	gorski_sportowy	damskie	czerwony	1199	2012-06-21
1183	szosowy_wyczynowy	meskie	czarny	3499	2012-06-21
1184	szosowy_wyczynowy	dziecko	srebrny	1599	2012-06-21
1185	szosowy_wyczynowy	damskie	brazowy	2499	2012-06-21
1186	gorski_sportowy	meskie	srebrny	1299	2012-06-21
1187	szosowy_miejski	meskie	czarny	1899	2012-06-21
1188	gorski_rekreacyjny	dziecko	zielony	599	2012-06-21
1189	szosowy_miejski	damskie	zielony	1188	2012-06-21
1190	uniwersalny	damskie	niebieski	1149	2012-06-21
1191	miejski	meskie	czarny	499	2012-06-21
1192	gorski_sportowy	meskie	zielony	1799	2012-06-21
1193	miejski	meskie	srebrny	799	2012-06-22
1194	szosowy_wyczynowy	damskie	fioletowy	2499	2012-06-22
1195	gorski_rekreacyjny	damskie	niebieski	699	2012-06-22
1196	szosowy_miejski	meskie	brazowy	1399	2012-06-22
1197	szosowy_miejski	meskie	bialy	1899	2012-06-22
1198	miejski	damskie	czerwony	1049	2012-06-23
1199	miejski	meskie	niebieski	1399	2012-06-23
1200	szosowy_miejski	damskie	brazowy	1249	2012-06-23
1201	skladany	damskie	czarny	1399	2012-06-23
1202	uniwersalny	dziecko	srebrny	729	2012-06-23
1203	skladany	damskie	czerwony	1399	2012-06-23
1204	skladany	dziecko	srebrny	799	2012-06-23
1205	gorski_sportowy	meskie	srebrny	1099	2012-06-25
1206	szosowy_wyczynowy	damskie	czarny	2499	2012-06-25
1207	miejski	damskie	niebieski	486	2012-06-25
1208	skladany	dziecko	niebieski	649	2012-06-25
1209	skladany	dziecko	zielony	799	2012-06-25
1210	miejski	meskie	czarny	1399	2012-06-25
1211	gorski_rekreacyjny	dziecko	fioletowy	599	2012-06-26
1212	szosowy_wyczynowy	damskie	bialy	3599	2012-06-26
1213	uniwersalny	meskie	srebrny	999	2012-06-26
1214	uniwersalny	damskie	niebieski	1149	2012-06-26
1215	miejski	damskie	brazowy	486	2012-06-26
1216	gorski_sportowy	dziecko	niebieski	949	2012-06-26
1217	skladany	meskie	brazowy	1199	2012-06-26
1218	gorski_rekreacyjny	dziecko	srebrny	599	2012-06-26
1219	gorski_sportowy	dziecko	srebrny	1099	2012-06-26
1220	rowerki_i_pojazdy	dziecko	srebrny	122	2012-06-26
1221	miejski	meskie	srebrny	499	2012-06-26
1222	szosowy_wyczynowy	damskie	rozowy	2499	2012-06-26
1223	szosowy_wyczynowy	dziecko	srebrny	1599	2012-06-27
1224	miejski	damskie	srebrny	799	2012-06-27
1225	uniwersalny	dziecko	czerwony	499	2012-06-27
1226	uniwersalny	dziecko	brazowy	729	2012-06-27
1227	uniwersalny	meskie	srebrny	999	2012-06-27
1228	miejski	damskie	czerwony	2089	2012-06-27
1229	szosowy_wyczynowy	damskie	czarny	2499	2012-06-27
1230	uniwersalny	meskie	srebrny	1049	2012-06-28
1231	gorski_sportowy	meskie	zielony	1099	2012-06-28
1232	gorski_sportowy	damskie	czerwony	999	2012-06-28
1233	gorski_sportowy	dziecko	brazowy	899	2012-06-28
1234	szosowy_wyczynowy	dziecko	czerwony	1799	2012-06-28
1235	gorski_rekreacyjny	dziecko	bialy	599	2012-06-28
1236	szosowy_miejski	meskie	srebrny	1399	2012-06-28
1237	gorski_sportowy	meskie	srebrny	1799	2012-06-28
1238	uniwersalny	damskie	bialy	1299	2012-06-28
1239	uniwersalny	dziecko	niebieski	849	2012-06-28
1240	gorski_sportowy	meskie	niebieski	1299	2012-06-28
1241	uniwersalny	dziecko	czerwony	729	2012-06-28
1242	gorski_rekreacyjny	dziecko	czerwony	599	2012-06-28
1243	gorski_rekreacyjny	damskie	srebrny	699	2012-06-29
1244	uniwersalny	dziecko	bialy	729	2012-06-29
1245	gorski_rekreacyjny	dziecko	czerwony	599	2012-06-29
1246	miejski	damskie	czerwony	1499	2012-06-29
1247	gorski_rekreacyjny	dziecko	czerwony	599	2012-06-29
1248	gorski_sportowy	dziecko	srebrny	1099	2012-06-29
1249	miejski	damskie	niebieski	486	2012-06-29
1250	rowerki_i_pojazdy	dziecko	niebieski	309	2012-06-29
1251	miejski	damskie	niebieski	486	2012-06-29
1252	uniwersalny	damskie	srebrny	1149	2012-06-29
1253	miejski	damskie	bialy	799	2012-06-30
1254	miejski	meskie	bialy	1269	2012-06-30
1255	szosowy_wyczynowy	dziecko	czerwony	1599	2012-06-30
1256	gorski_rekreacyjny	meskie	czerwony	999	2012-06-30
1257	uniwersalny	dziecko	czerwony	549	2012-06-30
1258	gorski_sportowy	dziecko	bialy	949	2012-06-30
1259	szosowy_miejski	meskie	srebrny	2099	2012-06-30
1260	uniwersalny	dziecko	niebieski	499	2012-06-30
1261	skladany	damskie	bialy	1299	2012-06-30
1262	rowerki_i_pojazdy	dziecko	bialy	269	2012-06-30
1263	gorski_sportowy	damskie	czerwony	999	2012-06-30
1264	gorski_sportowy	meskie	srebrny	1099	2012-07-02
1265	gorski_rekreacyjny	meskie	niebieski	999	2012-07-02
1266	szosowy_wyczynowy	meskie	czarny	3499	2012-07-02
1267	szosowy_miejski	dziecko	srebrny	1299	2012-07-02
1268	rowerki_i_pojazdy	dziecko	czerwony	114	2012-07-03
1269	gorski_rekreacyjny	dziecko	srebrny	599	2012-07-03
1270	gorski_rekreacyjny	damskie	brazowy	699	2012-07-03
1271	gorski_sportowy	damskie	brazowy	1199	2012-07-03
1272	gorski_sportowy	dziecko	czarny	849	2012-07-03
1273	szosowy_wyczynowy	meskie	srebrny	4599	2012-07-03
1274	gorski_rekreacyjny	damskie	czerwony	699	2012-07-04
1275	skladany	meskie	czarny	1199	2012-07-04
1276	skladany	damskie	czerwony	1299	2012-07-04
1277	szosowy_miejski	meskie	czerwony	1899	2012-07-04
1278	szosowy_wyczynowy	dziecko	niebieski	1799	2012-07-04
1279	gorski_rekreacyjny	dziecko	niebieski	399	2012-07-04
1280	rowerki_i_pojazdy	dziecko	fioletowy	499	2012-07-04
1281	szosowy_wyczynowy	dziecko	brazowy	1799	2012-07-05
1282	gorski_sportowy	meskie	brazowy	1799	2012-07-05
1283	szosowy_wyczynowy	dziecko	brazowy	1799	2012-07-05
1284	miejski	meskie	zielony	1399	2012-07-05
1285	skladany	meskie	zielony	1199	2012-07-05
1286	rowerki_i_pojazdy	dziecko	czerwony	159	2012-07-05
1287	szosowy_miejski	damskie	zielony	1188	2012-07-05
1288	szosowy_miejski	meskie	brazowy	1399	2012-07-05
1289	szosowy_wyczynowy	damskie	czerwony	2499	2012-07-05
1290	rowerki_i_pojazdy	dziecko	srebrny	499	2012-07-05
1291	uniwersalny	meskie	srebrny	999	2012-07-05
1292	uniwersalny	damskie	rozowy	1149	2012-07-05
1293	gorski_sportowy	dziecko	czarny	949	2012-07-05
1294	miejski	damskie	bialy	1499	2012-07-05
1295	gorski_rekreacyjny	dziecko	bialy	399	2012-07-06
1296	gorski_sportowy	meskie	srebrny	1099	2012-07-06
1297	szosowy_miejski	dziecko	srebrny	999	2012-07-06
1298	gorski_sportowy	meskie	czarny	1799	2012-07-06
1299	uniwersalny	dziecko	niebieski	549	2012-07-06
1300	skladany	meskie	srebrny	1399	2012-07-06
1301	gorski_sportowy	damskie	srebrny	1499	2012-07-06
1302	gorski_sportowy	meskie	srebrny	1299	2012-07-06
1303	uniwersalny	dziecko	czerwony	499	2012-07-07
1304	miejski	damskie	czerwony	799	2012-07-07
1305	szosowy_miejski	meskie	zielony	1899	2012-07-07
1306	szosowy_wyczynowy	meskie	srebrny	3449	2012-07-07
1307	gorski_rekreacyjny	damskie	niebieski	699	2012-07-07
1308	szosowy_wyczynowy	dziecko	czerwony	1799	2012-07-07
1309	gorski_rekreacyjny	dziecko	zielony	399	2012-07-07
1310	gorski_sportowy	damskie	srebrny	1199	2012-07-07
1311	skladany	dziecko	bialy	799	2012-07-07
1312	gorski_rekreacyjny	damskie	bialy	799	2012-07-09
1313	uniwersalny	dziecko	srebrny	729	2012-07-09
1314	miejski	meskie	bialy	1899	2012-07-09
1315	miejski	meskie	czarny	1269	2012-07-09
1316	szosowy_wyczynowy	meskie	czerwony	3449	2012-07-09
1317	gorski_sportowy	dziecko	czerwony	1099	2012-07-09
1318	skladany	dziecko	srebrny	799	2012-07-09
1319	uniwersalny	dziecko	bialy	849	2012-07-09
1320	szosowy_wyczynowy	dziecko	rozowy	1599	2012-07-10
1321	szosowy_wyczynowy	damskie	srebrny	2499	2012-07-10
1322	uniwersalny	damskie	srebrny	1299	2012-07-10
1323	gorski_sportowy	damskie	bialy	1999	2012-07-10
1324	szosowy_miejski	meskie	niebieski	1399	2012-07-10
1325	uniwersalny	damskie	rozowy	1299	2012-07-11
1326	szosowy_wyczynowy	dziecko	srebrny	1599	2012-07-11
1327	rowerki_i_pojazdy	dziecko	czerwony	122	2012-07-11
1328	gorski_rekreacyjny	dziecko	srebrny	399	2012-07-11
1329	szosowy_wyczynowy	damskie	rozowy	3599	2012-07-11
1330	miejski	meskie	niebieski	799	2012-07-11
1331	skladany	damskie	czarny	1299	2012-07-11
1332	skladany	meskie	czarny	1199	2012-07-11
1333	szosowy_miejski	dziecko	zielony	1299	2012-07-11
1334	uniwersalny	meskie	czarny	999	2012-07-11
1335	gorski_sportowy	meskie	srebrny	2099	2012-07-11
1336	szosowy_miejski	dziecko	srebrny	1299	2012-07-11
1337	skladany	dziecko	czarny	649	2012-07-11
1338	skladany	meskie	niebieski	1399	2012-07-12
1339	szosowy_wyczynowy	damskie	czarny	3599	2012-07-12
1340	rowerki_i_pojazdy	dziecko	srebrny	309	2012-07-12
1341	gorski_rekreacyjny	damskie	zielony	699	2012-07-12
1342	skladany	meskie	srebrny	1399	2012-07-12
1343	rowerki_i_pojazdy	dziecko	niebieski	254	2012-07-12
1344	gorski_rekreacyjny	damskie	zielony	849	2012-07-13
1345	uniwersalny	damskie	bialy	1299	2012-07-13
1346	szosowy_wyczynowy	meskie	bialy	4599	2012-07-13
1347	skladany	dziecko	fioletowy	649	2012-07-13
1348	rowerki_i_pojazdy	dziecko	niebieski	99	2012-07-13
1349	gorski_sportowy	dziecko	niebieski	949	2012-07-13
1350	gorski_rekreacyjny	meskie	czerwony	999	2012-07-13
1351	gorski_rekreacyjny	dziecko	czerwony	499	2012-07-13
1352	gorski_rekreacyjny	dziecko	srebrny	499	2012-07-13
1353	uniwersalny	meskie	srebrny	1049	2012-07-13
1354	miejski	meskie	czerwony	799	2012-07-13
1355	miejski	meskie	bialy	499	2012-07-13
1356	uniwersalny	dziecko	brazowy	729	2012-07-14
1357	gorski_sportowy	damskie	czarny	1199	2012-07-14
1358	szosowy_miejski	dziecko	srebrny	999	2012-07-14
1359	szosowy_miejski	meskie	zielony	1899	2012-07-14
1360	rowerki_i_pojazdy	dziecko	srebrny	122	2012-07-14
1361	uniwersalny	damskie	rozowy	1149	2012-07-14
1362	uniwersalny	dziecko	czerwony	729	2012-07-14
1363	gorski_rekreacyjny	dziecko	bialy	499	2012-07-14
1364	gorski_sportowy	meskie	czarny	1299	2012-07-14
1365	gorski_sportowy	damskie	bialy	1499	2012-07-16
1366	gorski_sportowy	damskie	niebieski	1999	2012-07-16
1367	szosowy_miejski	damskie	zielony	1999	2012-07-16
1368	play-bike	meskie	zielony	1499	2012-07-16
1369	miejski	meskie	srebrny	1269	2012-07-17
1370	szosowy_wyczynowy	dziecko	srebrny	1599	2012-07-17
1371	gorski_rekreacyjny	damskie	bialy	699	2012-07-17
1372	gorski_sportowy	meskie	zielony	1799	2012-07-17
1373	szosowy_miejski	meskie	niebieski	2099	2012-07-17
1374	skladany	meskie	srebrny	1399	2012-07-17
1375	rowerki_i_pojazdy	dziecko	czerwony	309	2012-07-17
1376	rowerki_i_pojazdy	dziecko	srebrny	269	2012-07-17
1377	szosowy_wyczynowy	damskie	czarny	2499	2012-07-18
1378	gorski_rekreacyjny	dziecko	zielony	499	2012-07-18
1379	szosowy_miejski	meskie	bialy	1399	2012-07-18
1380	rowerki_i_pojazdy	dziecko	niebieski	114	2012-07-18
1381	skladany	meskie	czerwony	1399	2012-07-18
1382	rowerki_i_pojazdy	dziecko	niebieski	499	2012-07-19
1383	gorski_rekreacyjny	damskie	czarny	699	2012-07-19
1384	gorski_rekreacyjny	damskie	zielony	649	2012-07-19
1385	gorski_sportowy	meskie	srebrny	1099	2012-07-19
1386	uniwersalny	damskie	czerwony	1299	2012-07-19
1387	szosowy_miejski	meskie	bialy	1899	2012-07-19
1388	gorski_rekreacyjny	dziecko	srebrny	499	2012-07-19
1389	szosowy_miejski	meskie	bialy	1899	2012-07-19
1390	szosowy_wyczynowy	meskie	czarny	3449	2012-07-19
1391	miejski	damskie	czerwony	1049	2012-07-19
1392	gorski_rekreacyjny	dziecko	bialy	499	2012-07-19
1393	gorski_rekreacyjny	dziecko	niebieski	499	2012-07-19
1394	szosowy_wyczynowy	meskie	brazowy	3499	2012-07-20
1395	skladany	meskie	brazowy	1199	2012-07-20
1396	szosowy_wyczynowy	meskie	czarny	4599	2012-07-20
1397	miejski	damskie	czerwony	486	2012-07-20
1398	szosowy_wyczynowy	dziecko	czerwony	1799	2012-07-20
1399	rowerki_i_pojazdy	dziecko	niebieski	159	2012-07-20
1400	gorski_rekreacyjny	damskie	czarny	649	2012-07-20
1401	gorski_rekreacyjny	damskie	zielony	649	2012-07-20
1402	rowerki_i_pojazdy	dziecko	niebieski	499	2012-07-20
1403	szosowy_wyczynowy	damskie	fioletowy	3599	2012-07-21
1404	gorski_rekreacyjny	damskie	bialy	649	2012-07-21
1405	gorski_sportowy	damskie	bialy	999	2012-07-21
1406	gorski_sportowy	dziecko	srebrny	949	2012-07-21
1407	skladany	damskie	czerwony	1299	2012-07-21
1408	uniwersalny	dziecko	bialy	849	2012-07-21
1409	szosowy_miejski	damskie	niebieski	1188	2012-07-21
1410	uniwersalny	damskie	czarny	1149	2012-07-21
1411	uniwersalny	damskie	srebrny	1149	2012-07-21
1412	rowerki_i_pojazdy	dziecko	bialy	122	2012-07-21
1413	gorski_sportowy	dziecko	srebrny	899	2012-07-21
1414	skladany	damskie	czarny	1299	2012-07-21
1415	gorski_rekreacyjny	damskie	srebrny	699	2012-07-23
1416	szosowy_wyczynowy	damskie	czarny	2499	2012-07-23
1417	szosowy_wyczynowy	damskie	czarny	2499	2012-07-23
1418	gorski_sportowy	meskie	srebrny	1099	2012-07-23
1419	szosowy_miejski	meskie	srebrny	2099	2012-07-23
1420	uniwersalny	damskie	niebieski	1299	2012-07-23
